status,propertyType,baths,fireplace,city,schools,sqft,zipcode,beds,state,stories,target
125,1244,3.0,1535,1543,71913,2444.0,112,5.0,24,2.0,859000.0
66,1128,2.0,1591,1069,5804,1766.0,1622,3.0,31,2.0,459500.0
4,1228,2.5,1535,990,202091,830.0,1363,3.0,7,2.0,120000.0
125,1245,2.0,1592,765,4904,1430.0,1163,3.0,7,1.0,104900.0
4,863,2.5,1535,1602,118966,0.0,528,3.0,15,2.0,290000.0
124,399,3.0,1535,990,15050,1203.0,1328,2.0,7,2.0,780000.0
125,1245,2.5,1535,1593,68513,1058.0,1424,3.0,7,2.0,199900.0
4,1129,2.0,1535,280,119536,1466.0,1666,3.0,31,2.0,217500.0
124,1128,2.0,1535,726,168238,2376.0,2713,4.0,32,2.0,225000.0
125,1245,3.0,1535,556,111294,2499.0,2599,4.0,32,2.0,249900.0
125,1245,3.0,1592,291,9958,3600.0,2296,4.0,11,2.0,609900.0
79,1129,2.0,1535,1250,120084,1607.0,1502,3.0,7,1.0,229000.0
125,1240,2.5,1535,1592,77047,660.0,1391,3.0,7,2.0,54900.0
4,863,0.0,1535,313,240398,0.0,2726,3.0,32,2.0,600000.0
125,1245,3.0,1592,1749,195873,2255.0,1024,3.0,21,1.0,314900.0
125,1245,2.0,1592,726,171759,2115.0,2719,4.0,32,1.0,250000.0
125,1245,3.0,1592,1306,221408,2368.0,3307,3.0,23,2.0,625995.0
124,1128,1.0,1535,726,59790,1155.0,2672,2.0,32,1.0,750000.0
124,1128,3.0,1535,1403,140281,2001.0,2863,3.0,32,2.0,306990.0
66,1128,2.0,1591,556,132539,1404.0,2569,3.0,32,1.0,160000.0
125,1245,3.0,1535,1306,242990,2368.0,3300,4.0,23,2.0,364995.0
125,1245,2.5,1535,299,220054,1137.0,1957,2.0,25,1.0,79000.0
4,1015,2.5,1535,765,146893,1899.0,1167,3.0,7,2.0,278000.0
4,1129,1.0,1535,1444,80896,600.0,4029,1.0,36,2.0,399000.0
125,1245,5.0,1535,105,138335,4087.0,2784,5.0,32,2.0,440000.0
125,1245,2.0,1535,765,213226,1284.0,1175,3.0,7,2.0,153750.0
125,1240,5.0,1592,1715,131795,2811.0,1405,3.0,7,2.0,1895000.0
125,1245,2.0,1535,936,191299,1606.0,2733,3.0,32,1.0,204990.0
125,1241,2.0,1535,1088,234502,2600.0,76,2.0,24,2.0,2550000.0
66,1175,2.0,1535,278,197469,1086.0,991,2.0,21,1.0,162500.0
125,1245,2.0,1535,1593,215779,1316.0,1438,3.0,7,2.0,264000.0
124,399,2.0,1535,869,97938,1070.0,1391,2.0,7,3.0,100000.0
4,1116,2.5,7,556,118124,2440.0,2581,3.0,32,2.0,244900.0
126,1244,2.5,1535,193,109971,3267.0,205,7.0,24,2.0,834247.0
4,1228,2.5,7,1481,88967,1472.0,1651,3.0,31,1.0,200000.0
4,863,2.5,1535,843,244681,0.0,4026,3.0,36,2.0,174950.0
4,1129,1.0,1359,280,52163,1350.0,1664,2.0,31,2.0,102000.0
125,1240,2.0,1535,1193,139940,1254.0,1208,2.0,7,2.0,199000.0
125,1245,2.0,1592,1306,199840,1682.0,3307,4.0,23,1.0,384900.0
125,1245,4.0,1592,261,105468,3529.0,2833,4.0,32,1.0,449900.0
125,1245,3.0,1535,863,144886,3360.0,2812,4.0,32,2.0,345000.0
4,1129,3.0,1535,1141,29147,2732.0,1553,4.0,7,1.0,380000.0
73,1128,5.0,1535,1256,196950,3487.0,3922,5.0,27,2.0,1199950.0
125,1240,2.0,1592,1256,172275,1097.0,3913,2.0,27,1.0,300000.0
4,1228,2.5,1535,1378,27432,1188.0,1458,3.0,7,2.0,235000.0
66,601,1.0,1535,193,34184,750.0,190,2.0,24,2.0,342000.0
125,1245,3.0,1592,1069,160143,3159.0,1629,3.0,31,1.0,444999.0
4,253,2.5,1535,1378,81445,913.0,1448,3.0,7,2.0,225000.0
124,399,2.0,1535,548,18109,1500.0,1380,2.0,7,9.0,675000.0
4,401,2.5,7,385,117092,1077.0,2495,3.0,32,2.0,109900.0
125,1245,3.0,1592,726,141079,2358.0,2711,3.0,32,1.0,185000.0
66,1128,2.0,1535,405,239682,2636.0,2080,5.0,17,1.0,49900.0
125,1245,3.0,1592,750,130719,3505.0,2000,2.0,12,2.0,388500.0
125,1244,3.0,1535,1693,76180,2602.0,489,3.0,5,3.0,819999.0
4,1129,3.5,1535,726,87470,2400.0,2668,3.0,32,3.0,435000.0
125,1245,4.0,1535,726,162391,1727.0,2712,3.0,32,3.0,234900.0
4,1228,2.5,1535,75,117378,1919.0,2915,3.0,32,2.0,925000.0
124,399,1.0,1535,548,192024,860.0,1379,2.0,7,2.0,225000.0
124,1128,4.0,1535,726,167290,2826.0,2632,3.0,32,4.0,579400.0
66,1128,2.0,1535,865,92663,1554.0,3249,4.0,23,1.0,229000.0
66,1128,3.0,1535,38,129404,2648.0,3621,5.0,3,1.0,829000.0
125,1245,3.0,1535,1667,23133,2600.0,3295,4.0,23,1.0,529995.0
124,399,2.0,1535,990,14934,906.0,1322,1.0,7,2.0,399900.0
125,1245,4.0,1592,639,22348,2402.0,2086,4.0,17,2.0,425000.0
4,1228,2.5,1535,686,175737,943.0,1283,3.0,7,2.0,175000.0
4,1056,2.5,98,1645,226402,4552.0,2489,3.0,32,2.0,2150000.0
125,1245,3.0,1535,474,200913,1650.0,3025,3.0,32,2.0,169000.0
124,1128,2.0,1535,1139,100984,1425.0,1383,2.0,7,1.0,349000.0
126,1245,2.0,1592,980,210700,1093.0,1728,3.0,31,1.0,109090.0
4,1129,3.0,1184,709,178141,2441.0,1645,4.0,31,2.0,269900.0
125,1241,2.5,1535,767,74099,755.0,252,3.0,24,2.0,169999.0
125,1241,2.5,1535,1088,233869,700.0,91,3.0,24,2.0,649000.0
4,1228,2.5,1535,1088,12630,5250.0,78,3.0,24,5.0,5500000.0
125,1240,2.0,1535,193,138082,1434.0,204,3.0,24,2.0,799000.0
66,399,1.0,1535,1256,200707,722.0,3912,2.0,27,1.0,279900.0
125,1245,2.5,1535,990,41487,750.0,1318,2.0,7,1.0,439000.0
124,1128,3.0,1535,1592,97712,1347.0,1391,2.0,7,2.0,243917.0
125,1245,2.0,1535,1165,43323,1693.0,1268,3.0,7,1.0,269000.0
4,863,2.5,1535,1187,180696,0.0,1155,3.0,7,2.0,75000.0
125,1246,3.0,1592,1405,213231,1628.0,3534,3.0,3,3.0,647000.0
4,1129,1.0,1535,1013,1359,900.0,2196,3.0,37,1.0,79000.0
4,1129,2.0,1535,1030,177891,1816.0,978,2.0,21,2.0,267999.0
125,1245,4.0,1592,87,23242,3080.0,4010,2.0,36,1.0,2195000.0
77,1129,2.0,1535,1278,122923,1244.0,4072,3.0,36,2.0,330000.0
124,1128,3.0,1535,726,194619,2931.0,2683,4.0,32,2.0,299999.0
4,737,2.5,1535,607,224761,0.0,1817,3.0,25,2.0,399000.0
4,1129,2.0,1535,1358,154500,1373.0,1498,2.0,7,1.0,184900.0
4,1228,2.5,1535,1378,25508,1733.0,1449,3.0,7,2.0,784900.0
125,1245,5.0,1592,1403,213855,3694.0,2869,4.0,32,2.0,735000.0
125,1246,3.5,1535,70,171454,2643.0,1053,2.0,9,2.0,775000.0
66,1128,2.0,1535,765,74073,1872.0,1027,4.0,21,2.0,175000.0
125,1245,2.0,1535,907,194270,1219.0,2517,3.0,32,2.0,164000.0
125,1245,2.0,1592,1403,196882,1872.0,2867,3.0,32,1.0,245000.0
125,1240,2.5,1535,291,9866,810.0,2277,3.0,11,9.0,195000.0
4,1129,2.0,98,506,126392,1960.0,4036,4.0,36,2.0,434900.0
125,1245,3.0,1535,726,95832,1792.0,2633,3.0,32,2.0,339990.0
4,1129,2.0,1591,313,122262,1933.0,1640,3.0,31,2.0,188900.0
125,1245,2.5,1535,750,238775,2338.0,2001,3.0,12,1.0,339900.0
4,863,0.0,1535,1250,124815,0.0,1511,3.0,7,2.0,10900.0
125,1245,2.5,1535,405,103400,928.0,2078,3.0,17,1.0,16000.0
4,863,0.0,1535,1277,151931,0.0,1504,3.0,7,2.0,12000.0
4,863,0.0,1535,1277,152038,0.0,1504,3.0,7,2.0,9900.0
124,399,1.0,1535,990,14934,601.0,1322,0.0,7,2.0,269000.0
125,1245,3.0,1592,524,101000,2800.0,1015,4.0,21,3.0,152000.0
125,1245,3.0,1592,1724,236909,3210.0,1876,3.0,25,2.0,437500.0
125,1245,3.0,1592,821,72518,2200.0,1690,3.0,31,2.0,265000.0
4,1228,2.5,1535,991,11417,900.0,1331,3.0,7,2.0,270000.0
66,399,1.0,1535,1137,239630,903.0,3766,2.0,3,0.0,450000.0
125,1245,2.5,1592,1069,37160,1092.0,1631,3.0,31,2.0,199900.0
125,1240,2.5,1535,538,229224,618.0,228,3.0,24,1.0,620000.0
4,863,0.0,1535,493,154362,0.0,1522,3.0,7,2.0,17500.0
4,1015,2.5,1535,437,85267,1955.0,943,3.0,21,2.0,375000.0
125,1244,2.0,1535,538,142870,2200.0,233,5.0,24,2.0,848000.0
79,469,1.5,1535,606,30081,908.0,3199,2.0,1,2.0,132000.0
4,1189,2.5,1535,278,57112,2280.0,998,3.0,21,2.0,244900.0
4,1189,2.5,7,1693,226142,4022.0,492,3.0,5,2.0,1775000.0
4,1074,2.5,7,385,117729,2686.0,2476,3.0,32,2.0,825000.0
125,1246,2.0,1535,726,158275,1068.0,2652,2.0,32,1.0,189000.0
125,1246,3.0,1535,278,199432,1557.0,995,2.0,21,2.0,222648.0
4,864,2.5,1535,548,52982,1273.0,1385,3.0,7,2.0,340000.0
124,949,2.5,1591,726,140642,2464.0,2630,0.0,32,2.0,595000.0
4,863,2.5,1535,1224,225786,0.0,1786,3.0,25,2.0,300000.0
125,1245,2.0,1592,914,5526,1206.0,3350,3.0,3,1.0,499900.0
125,1245,3.0,1535,865,201130,2092.0,3267,3.0,23,2.0,349999.0
125,1241,2.5,1535,1088,233595,600.0,83,3.0,24,21.0,150000.0
4,1189,2.5,1535,726,53699,2419.0,2687,3.0,32,1.0,529900.0
116,1129,4.5,914,1069,240828,5466.0,1621,4.0,31,2.0,1695000.0
125,1245,3.0,1535,306,216393,1344.0,1592,3.0,31,1.0,145000.0
4,1129,1.5,1376,914,156932,1282.0,3348,2.0,3,2.0,975000.0
125,1245,2.0,1535,1187,141678,1808.0,1155,3.0,7,2.0,288000.0
125,1241,2.5,1535,188,144595,400180.0,143,3.0,24,20.0,225000.0
4,1129,4.5,1585,278,56365,5205.0,998,5.0,21,2.0,1232500.0
4,1129,1.5,1535,944,240046,1440.0,1868,4.0,25,2.0,79900.0
125,1244,3.0,1535,1221,8253,3150.0,467,6.0,29,2.0,849900.0
4,1129,1.0,1376,278,48957,1162.0,990,2.0,21,1.0,329900.0
4,1228,2.5,1535,1223,53148,1721.0,3191,3.0,1,2.0,245000.0
125,1240,2.0,1535,990,38104,890.0,1323,3.0,7,2.0,279000.0
125,1241,2.0,1535,193,174976,1000.0,186,3.0,24,2.0,799000.0
66,399,2.0,1535,162,238989,1345.0,14,3.0,14,2.0,284000.0
4,982,2.5,1535,1375,81168,1325.0,1452,3.0,7,2.0,232900.0
4,863,2.5,1535,1358,124558,0.0,1498,3.0,7,2.0,19120.0
125,1245,2.0,1535,1243,57907,1258.0,1573,3.0,7,1.0,225000.0
125,1245,4.0,1592,865,244076,4260.0,3282,4.0,23,1.0,1015722.0
125,1240,2.5,1535,1405,112738,777.0,3527,3.0,3,2.0,419000.0
4,1122,2.5,141,1645,12867,5068.0,2489,3.0,32,2.0,2650000.0
125,1244,2.0,1535,405,104029,2314.0,2072,3.0,17,2.0,40000.0
125,1245,3.0,1535,971,220616,2329.0,2446,4.0,32,2.0,347425.0
4,863,2.5,1535,1277,152126,0.0,1504,3.0,7,2.0,7000.0
4,1228,2.5,1535,990,208554,2825.0,1320,3.0,7,2.0,1849000.0
125,1246,4.0,1592,1193,172756,3004.0,1211,4.0,7,2.0,2395000.0
125,1245,2.0,1535,474,165254,2025.0,3011,4.0,32,1.0,130000.0
125,1245,3.0,1592,506,171290,2312.0,4036,4.0,36,2.0,450000.0
124,1128,3.0,1591,1403,193134,2239.0,2875,4.0,32,1.0,309000.0
125,1245,3.0,1592,1750,190085,2271.0,1380,3.0,7,1.0,649900.0
124,1128,2.0,1535,990,165492,1961.0,1350,4.0,7,1.0,438632.0
124,399,1.0,1535,991,17110,399.0,1332,0.0,7,2.0,135000.0
4,978,2.5,1535,990,202272,2086.0,1343,3.0,7,2.0,399900.0
125,1245,3.0,1592,345,95819,1685.0,964,3.0,21,1.0,225000.0
124,1175,3.0,1535,352,220184,2465.0,1399,4.0,7,0.0,369900.0
4,1175,2.5,1535,765,26741,1120.0,1164,3.0,7,2.0,65000.0
125,1245,2.0,1592,684,188767,2018.0,1560,3.0,7,1.0,249000.0
4,1228,2.5,1535,193,208700,2445.0,203,3.0,24,2.0,1200000.0
125,1245,2.0,1592,1200,192891,2026.0,1860,3.0,25,2.0,169900.0
66,1128,3.0,1535,1434,101120,3700.0,424,4.0,29,2.0,579900.0
4,1129,2.0,962,203,176878,1998.0,2790,3.0,32,2.0,224900.0
4,863,2.5,1535,1444,183605,0.0,4003,3.0,36,2.0,1125000.0
125,1245,2.5,1535,1252,211696,2213.0,1583,4.0,7,2.0,262443.0
125,1245,2.0,1535,990,33637,2838.0,1361,4.0,7,1.0,415000.0
124,1128,2.0,1535,1165,66227,1985.0,1263,4.0,7,0.0,281400.0
125,1240,3.0,1535,991,128181,2091.0,1331,3.0,7,2.0,1450000.0
4,1129,3.5,1376,1021,148744,4690.0,685,5.0,21,1.0,374900.0
4,1228,2.5,1535,606,87139,1292.0,3201,3.0,1,2.0,235000.0
120,1129,2.5,1303,278,88013,1658.0,1001,3.0,21,1.5,219000.0
124,1128,2.0,1535,1403,193115,1498.0,2875,3.0,32,1.0,242999.0
66,1175,3.0,1591,123,100028,1553.0,4041,3.0,36,0.0,388900.0
125,1245,2.0,1535,1403,35570,1280.0,2840,3.0,32,1.0,160000.0
66,1128,2.0,1535,1165,40092,1147.0,1253,3.0,7,1.0,182500.0
1,1129,1.0,1535,771,147834,995.0,351,3.0,24,1.0,49900.0
66,1128,5.0,1535,980,46582,4000.0,1713,4.0,31,2.0,899000.0
125,1245,2.5,1592,636,15840,1040.0,712,2.0,21,1.0,84000.0
4,359,2.5,1535,1200,121679,1056.0,1860,3.0,25,2.0,99900.0
4,863,0.0,1535,1277,152087,0.0,1504,3.0,7,2.0,12900.0
4,970,2.5,1535,313,24551,1089.0,1845,3.0,25,2.0,330000.0
125,1245,3.0,1592,1209,67332,2288.0,1218,4.0,7,1.0,245000.0
4,132,2.5,1535,1403,181332,3710.0,2860,3.0,32,2.0,418400.0
124,1128,4.0,1535,1403,211710,1821.0,2861,3.0,32,1.0,301210.0
125,1245,2.0,1592,1141,7636,2026.0,1554,3.0,7,1.0,479000.0
125,1246,3.0,1592,74,99720,2418.0,3035,3.0,4,2.0,329900.0
120,863,2.5,1535,732,119184,0.0,972,3.0,21,2.0,2400000.0
125,1240,3.0,1535,1693,210778,1846.0,500,2.0,5,1.0,1795000.0
125,1245,2.0,1535,193,210510,1632.0,173,3.0,24,2.0,1279000.0
4,1228,2.5,1535,1378,1997,1211.0,1450,3.0,7,2.0,239900.0
4,1129,4.5,1535,1141,2320,4236.0,1554,4.0,7,1.0,2000000.0
4,1202,2.5,7,1289,57259,2360.0,888,3.0,21,2.0,519999.0
125,1240,2.0,1535,990,41505,1299.0,1328,2.0,7,2.0,548000.0
125,1246,2.0,1535,865,137293,1272.0,3247,2.0,23,1.0,179000.0
66,1128,3.0,1535,1543,138671,4125.0,120,5.0,24,2.0,402800.0
125,1242,3.0,1592,49,35428,3079.0,1586,5.0,31,2.0,399900.0
125,1245,3.0,1592,1165,38937,2660.0,1258,5.0,7,2.0,290000.0
125,1245,2.0,1535,849,60904,720.0,2583,3.0,32,1.0,135000.0
125,1245,6.0,1592,569,238696,4821.0,2422,6.0,32,2.0,824900.0
4,1179,2.5,1535,1444,124184,1278.0,4022,3.0,36,2.0,565000.0
125,1244,2.5,1535,765,6371,778.0,1160,2.0,7,1.0,88900.0
4,863,2.5,1535,48,52554,0.0,1230,3.0,7,2.0,1800000.0
125,1245,3.0,1592,1069,39277,1912.0,1625,3.0,31,2.0,449964.0
4,1230,2.5,141,1693,204376,2000.0,480,3.0,5,2.0,1179000.0
4,1228,2.5,1535,1587,28346,2939.0,1460,3.0,7,2.0,1593000.0
125,1245,5.0,1592,965,219947,7677.0,2616,5.0,32,2.0,1248000.0
124,1128,3.0,1535,726,169509,2280.0,2686,4.0,32,2.0,284900.0
4,359,2.5,1535,1693,84828,5424.0,495,3.0,5,2.0,485000.0
4,978,2.5,1535,993,202349,2100.0,1287,3.0,7,2.0,554900.0
66,1128,2.0,1535,193,185729,1232.0,197,3.0,24,0.0,949000.0
125,1245,2.0,1535,313,31239,1880.0,1840,4.0,25,3.0,120000.0
125,1245,4.0,1592,1415,170302,3222.0,1067,4.0,9,1.0,949000.0
4,863,2.5,1535,773,54938,0.0,1646,3.0,31,2.0,30000.0
124,1128,3.0,1535,1165,114887,1576.0,1248,3.0,7,0.0,235000.0
4,1228,2.5,1535,280,227655,1939.0,1668,3.0,31,1.0,341730.0
4,227,2.5,7,556,51194,1200.0,2581,3.0,32,2.0,109900.0
4,1122,2.5,1535,556,122768,2984.0,2589,3.0,32,2.0,265000.0
4,495,2.5,1535,1221,157701,2204.0,429,3.0,29,2.0,739000.0
125,1245,3.0,1592,252,77904,3447.0,1491,4.0,7,2.0,624900.0
124,1175,4.0,1535,726,229425,2517.0,2631,3.0,32,4.0,419000.0
125,1245,8.0,1592,269,231976,6777.0,1570,7.0,7,2.0,1925000.0
125,1240,2.0,1535,548,64408,1008.0,1384,2.0,7,4.0,174900.0
125,1245,3.0,1535,1480,187895,1819.0,3018,3.0,32,2.0,183450.0
4,1228,2.5,7,1770,88324,3497.0,2248,3.0,11,2.0,1250000.0
125,1241,2.5,1535,1088,234451,525.0,77,3.0,24,2.0,549000.0
125,1240,2.5,1535,868,62754,748.0,1384,3.0,7,2.0,68000.0
66,935,2.0,1535,802,134523,1152.0,3975,2.0,36,0.0,85000.0
125,1245,3.0,1592,971,217582,3241.0,2447,5.0,32,2.0,319900.0
125,1240,5.0,1535,291,10020,3050.0,2280,4.0,11,4.0,1575000.0
66,399,1.0,1441,1405,93726,740.0,3539,2.0,3,0.0,220000.0
4,1129,1.0,7,313,116036,1426.0,1851,3.0,25,2.0,33500.0
4,212,2.5,7,385,147145,2500.0,2476,3.0,32,2.0,650000.0
4,1189,2.5,7,437,118369,2047.0,956,3.0,21,2.0,275000.0
4,1129,3.0,7,1307,178476,3303.0,3993,4.0,36,2.0,949950.0
4,1129,2.0,1535,313,122144,2210.0,1639,4.0,31,2.0,224900.0
125,1242,2.5,1535,201,209948,1792.0,2890,3.0,32,2.0,27500.0
115,469,2.5,1535,1611,176434,1864.0,3113,2.0,4,2.0,309950.0
4,1129,2.0,1535,19,90744,3280.0,2203,4.0,35,2.0,449900.0
125,1246,3.0,1535,990,128343,1385.0,1350,3.0,7,2.0,319999.0
66,187,9.0,1535,566,92673,6602.0,3676,13.0,3,0.0,695000.0
4,863,2.5,1535,1187,120911,0.0,1156,3.0,7,2.0,26900.0
125,1245,3.0,1535,678,243532,3126.0,3241,4.0,23,2.0,435000.0
4,863,0.0,1535,1250,89584,0.0,1510,3.0,7,2.0,9500.0
125,1245,4.0,1592,765,197631,3340.0,1175,5.0,7,2.0,639900.0
125,1245,4.0,1592,278,74666,3145.0,1007,3.0,21,1.0,408990.0
124,1128,2.0,1535,726,167225,924.0,2632,2.0,32,1.0,340000.0
4,826,2.5,1535,990,202079,1650.0,1322,3.0,7,2.0,699000.0
66,1128,2.0,1535,1382,200993,1510.0,3885,3.0,3,1.0,395000.0
125,1245,3.0,1535,765,197735,2333.0,1175,4.0,7,2.0,347500.0
4,956,15.0,1535,472,51115,0.0,3210,29.0,1,2.0,1175000.0
4,13,2.5,1535,1403,203379,2445.0,2853,3.0,32,2.0,335718.0
125,1245,4.0,1592,726,111910,3380.0,2631,4.0,32,3.0,850000.0
125,1242,2.5,1535,299,91925,1548.0,1934,3.0,25,2.0,15000.0
124,399,7.0,1535,77,19054,4398.0,1347,5.0,7,2.0,5560000.0
4,1189,2.5,1535,726,12420,4713.0,2629,3.0,32,2.0,1950000.0
4,1129,2.0,1535,1250,125121,1938.0,1511,3.0,7,1.0,306900.0
4,1228,2.5,7,1069,240238,5665.0,1630,3.0,31,2.0,1975000.0
66,1128,3.0,1591,1069,188020,2610.0,1627,4.0,31,1.0,389500.0
125,1245,2.0,1535,1403,34274,976.0,2840,3.0,32,1.0,124900.0
72,97,2.5,7,1403,222100,3299.0,2872,3.0,32,2.0,365000.0
73,1128,3.0,1591,1511,164018,3902.0,4143,4.0,36,2.0,595000.0
4,1228,2.5,1535,193,185201,2800.0,188,3.0,24,2.0,1380000.0
125,1240,4.0,1535,853,235732,1910.0,2934,3.0,32,3.0,438800.0
125,1240,2.0,1535,865,164826,1109.0,3266,3.0,23,2.0,139000.0
4,913,2.5,7,1701,88182,2770.0,2682,3.0,32,2.0,415000.0
125,1245,2.0,1535,556,101499,1623.0,2570,4.0,32,1.0,198000.0
4,1228,2.5,1535,765,157692,1730.0,1172,3.0,7,2.0,219500.0
73,1128,2.0,1535,556,160513,2615.0,2565,3.0,32,2.0,244990.0
124,399,3.0,1535,991,16804,2570.0,1330,3.0,7,2.0,2250000.0
115,1129,1.0,1552,403,82363,1900.0,3074,3.0,4,2.0,319900.0
4,1228,2.5,1535,1013,227,747.0,2197,3.0,37,2.0,149000.0
125,1246,3.0,1535,758,21675,1650.0,3601,2.0,3,2.0,715000.0
125,1246,3.0,1592,1660,174551,1783.0,3439,3.0,3,2.0,699000.0
125,1245,4.0,1592,1616,196401,4360.0,3927,5.0,27,3.0,782000.0
124,1128,3.0,1535,765,0,2549.0,1185,3.0,7,2.0,339000.0
125,1245,2.5,1592,1256,135652,960.0,3935,3.0,27,1.0,349000.0
66,399,2.0,1535,1137,200992,1054.0,3769,2.0,3,2.0,649000.0
66,1128,1.0,1535,74,59136,925.0,2261,3.0,11,2.0,154900.0
4,1202,2.5,7,1289,82742,2845.0,743,3.0,21,2.0,372900.0
77,469,1.0,1535,818,152630,687.0,3978,1.0,36,2.0,510000.0
4,863,0.0,1535,1250,124267,0.0,1511,3.0,7,2.0,8500.0
125,1245,2.0,1592,1661,219605,2243.0,4121,3.0,36,1.0,489000.0
124,949,2.5,1591,75,133300,1777.0,2951,0.0,32,1.0,350000.0
125,1245,3.0,1592,1395,5971,2776.0,1446,4.0,7,2.0,495000.0
126,1245,2.0,1535,1403,44318,1274.0,2858,4.0,32,1.0,98900.0
125,1245,3.0,1592,1593,45615,1935.0,1438,3.0,7,2.0,350000.0
66,1128,3.0,1535,1650,169617,2668.0,3859,4.0,3,2.0,700000.0
125,1245,3.0,1592,437,43160,2689.0,930,3.0,21,2.0,425000.0
125,1245,4.0,1535,990,174317,2241.0,1359,5.0,7,1.0,679999.0
125,1245,2.0,1592,1591,22412,1387.0,1198,3.0,7,1.0,220000.0
4,818,2.5,1535,990,184882,745.0,1337,3.0,7,2.0,215000.0
126,1245,5.0,1535,1137,32637,3737.0,3778,8.0,3,2.0,679210.0
4,1189,2.5,7,726,80638,1120.0,2695,3.0,32,2.0,89900.0
124,1228,2.0,1535,726,73689,1390.0,2707,2.0,32,1.0,243990.0
125,1245,5.0,1592,1405,228797,3903.0,3554,4.0,3,2.0,1976612.0
125,1245,2.0,1592,291,30269,1500.0,2286,4.0,11,2.0,199000.0
125,1240,2.0,1535,990,114077,1168.0,1322,2.0,7,2.0,620000.0
4,1228,2.5,1535,416,176050,1060.0,1351,3.0,7,2.0,200000.0
4,1228,2.5,1535,686,116513,932.0,1283,3.0,7,2.0,179900.0
125,1245,3.0,1592,556,132758,2547.0,2577,4.0,32,2.0,268900.0
66,1175,1.0,1591,1693,132151,832.0,488,2.0,5,2.0,615000.0
125,1244,2.5,1535,1409,133380,1600.0,3798,3.0,3,2.0,1199999.0
66,1128,7.0,1591,385,210249,13048.0,2493,5.0,32,2.0,4750000.0
125,1245,9.0,1592,914,220251,7500.0,3356,7.0,3,2.0,6850000.0
125,1245,2.5,1535,1405,130602,1260.0,3540,3.0,3,2.0,349250.0
4,1129,3.0,1535,726,52208,2537.0,2720,3.0,32,1.0,485000.0
124,1128,4.0,1591,385,160396,3258.0,2476,3.0,32,2.0,1600000.0
115,469,2.5,1298,74,27329,1568.0,3033,2.0,4,2.0,270000.0
66,1128,2.0,1535,1473,194983,1800.0,3650,4.0,3,2.0,659849.0
125,1245,2.0,1535,1564,7459,1241.0,3453,3.0,3,1.0,499000.0
4,1129,3.0,1535,333,126451,1709.0,2798,4.0,32,1.0,250000.0
125,1246,2.5,1535,278,189175,546.0,984,3.0,21,1.0,249900.0
125,1245,4.0,1592,726,59907,4201.0,2679,4.0,32,2.0,1675000.0
125,1245,2.1,1535,865,213880,2248.0,3289,4.0,23,2.0,333000.0
124,1228,3.0,1535,765,213344,2676.0,1184,3.0,7,1.0,421995.0
125,1240,2.0,1535,990,41504,1262.0,1328,2.0,7,2.0,490000.0
125,1240,3.0,1535,291,7706,1350.0,2277,2.0,11,9.0,450000.0
125,1245,4.0,1592,333,197186,3247.0,2798,4.0,32,2.0,566000.0
66,1128,3.0,1535,865,21065,2079.0,3274,4.0,23,2.0,319900.0
125,1245,3.0,1592,914,187476,2340.0,3353,2.0,3,2.0,1999000.0
124,399,2.0,1535,868,43686,922.0,1386,2.0,7,3.0,73900.0
4,678,2.5,1535,992,145994,2090.0,1354,3.0,7,2.0,310000.0
125,1245,3.0,1535,863,198602,3256.0,2810,4.0,32,2.0,315000.0
66,1128,2.0,1535,758,218975,2125.0,3597,4.0,3,1.0,829000.0
4,1228,2.5,1535,353,13258,1122.0,1325,3.0,7,2.0,469900.0
4,1129,1.5,1535,668,119816,1564.0,2147,4.0,17,2.0,95000.0
4,1228,2.5,1535,1588,81172,480.0,1451,3.0,7,2.0,224900.0
4,745,2.5,1535,1180,121088,1637.0,1502,3.0,7,2.0,255000.0
125,1245,2.0,1592,914,73279,1443.0,3368,3.0,3,1.0,995000.0
4,336,2.5,1535,990,202223,965.0,1367,3.0,7,2.0,159900.0
125,1246,3.0,1592,1069,115265,1793.0,1621,3.0,31,2.0,475000.0
125,1245,3.0,1535,726,32008,1384.0,2646,4.0,32,1.0,199000.0
124,1128,2.0,1591,1403,166098,1824.0,2861,4.0,32,1.0,225000.0
125,1245,2.5,1592,566,35169,918.0,3687,2.0,3,2.0,170000.0
124,1128,2.0,1535,990,210868,2328.0,1343,3.0,7,1.0,474900.0
125,1245,2.5,1535,280,33979,1418.0,1658,3.0,31,2.0,46000.0
66,1128,3.0,1535,734,22616,2424.0,3605,4.0,3,2.0,1225000.0
125,1240,3.0,1535,291,9919,2047.0,2276,3.0,11,9.0,820000.0
4,1129,3.0,522,1069,2082,2434.0,1622,4.0,31,2.0,699900.0
4,1228,2.5,1535,1378,49203,2433.0,1455,3.0,7,2.0,399000.0
125,1240,2.5,1535,162,244681,785.0,615,2.0,14,1.0,635002.0
66,1175,5.0,1535,1444,164872,2500.0,4015,3.0,36,2.0,769900.0
125,1245,2.0,1592,1055,188849,1980.0,1612,3.0,31,1.0,290000.0
73,1175,4.0,1535,1530,5375,2755.0,1446,3.0,7,2.0,949000.0
125,1245,4.0,1535,548,20067,3103.0,1381,5.0,7,2.0,898900.0
125,1245,2.5,1535,1382,243250,1883.0,3884,3.0,3,2.0,372535.0
4,978,2.5,1535,353,13543,2147.0,1334,3.0,7,2.0,1335000.0
