status,propertyType,baths,fireplace,city,schools,sqft,zipcode,beds,state,stories,target
4,82,2.5,1535,1403,85225,1794.0,2838,3.0,32,2.0,185900.0
124,1175,4.0,1535,77,192823,1723.0,1364,3.0,7,2.0,425000.0
125,1240,2.0,1535,1715,130579,1294.0,1406,3.0,7,9.0,475000.0
66,1128,2.0,1535,1660,72464,1544.0,3466,3.0,3,1.0,689000.0
125,1245,4.0,1592,759,235926,3170.0,2441,4.0,32,2.0,570000.0
4,1052,2.5,1535,385,52150,1370.0,2491,3.0,32,2.0,184850.0
125,1244,3.0,1535,193,138010,1.0,205,4.0,24,1.0,790000.0
125,1246,3.0,1535,1403,219244,2393.0,2868,4.0,32,1.0,344499.0
4,1228,2.5,1535,193,157758,21360.0,183,3.0,24,4.0,6500000.0
66,1128,3.0,1591,683,35204,2268.0,1603,4.0,31,2.0,304000.0
125,1246,2.5,1535,437,69406,1775.0,943,3.0,21,2.0,272943.0
4,1189,2.5,1535,726,2182,531.0,2667,3.0,32,1.0,69000.0
125,1245,2.0,1535,291,37865,1332.0,2283,5.0,11,2.0,199900.0
4,1189,2.5,7,75,208361,3734.0,2934,3.0,32,3.0,544900.0
125,1245,3.0,1592,865,145334,3990.0,3258,4.0,23,1.0,769000.0
66,1128,3.0,1535,1306,101510,1965.0,3300,3.0,23,2.0,344995.0
124,399,2.0,1535,991,17052,1290.0,1331,2.0,7,2.0,450000.0
4,863,0.0,1535,1250,120055,0.0,1499,3.0,7,2.0,5900.0
4,469,3.0,701,1612,205108,2421.0,1774,3.0,25,1.0,369900.0
4,1228,2.5,1535,1377,81166,1005.0,1451,3.0,7,2.0,250000.0
124,1128,3.0,1591,385,195418,2424.0,2511,4.0,32,2.0,469000.0
66,1128,4.0,1535,1256,196994,2616.0,3922,4.0,27,3.0,819900.0
125,1245,2.0,1535,819,130969,1250.0,1568,3.0,7,2.0,209900.0
125,1245,4.0,1535,193,113542,2070.0,198,4.0,24,3.0,1200000.0
125,1245,2.0,1535,474,46309,1242.0,3022,3.0,32,1.0,127000.0
4,1129,2.0,1535,1562,227237,1643.0,3219,3.0,1,1.0,264500.0
4,469,2.0,914,606,182554,1425.0,3425,2.0,3,2.0,579000.0
125,1245,3.0,1535,1165,111268,2979.0,1254,4.0,7,2.0,460000.0
66,399,2.0,1535,1407,38250,1087.0,3713,2.0,3,2.0,829000.0
4,1129,2.5,1535,1016,11901,1717.0,1001,2.0,21,2.0,332990.0
125,1245,2.5,1535,403,129831,1312.0,3067,3.0,4,1.0,525000.0
66,1128,4.0,1591,1165,231859,4150.0,1259,5.0,7,0.0,900000.0
66,1128,2.0,1535,1209,39695,1565.0,1215,3.0,7,2.0,180000.0
125,1242,3.0,1592,70,174079,4989.0,1051,6.0,9,2.0,795000.0
125,1246,3.0,1535,49,31396,1280.0,1586,2.0,31,2.0,181900.0
124,399,2.0,1535,990,14946,1120.0,1322,2.0,7,0.0,460000.0
4,1189,2.5,1535,726,24206,1252.0,2658,3.0,32,1.0,92000.0
125,1240,2.5,1535,70,168903,1173.0,1063,2.0,9,1.0,200000.0
125,1245,3.0,1592,1511,197575,3178.0,4145,3.0,36,1.0,825000.0
125,1245,2.5,1535,1407,244681,750.0,3727,3.0,3,1.0,699000.0
125,1245,2.5,1535,345,42734,2449.0,964,4.0,21,2.0,325000.0
4,1129,3.5,1376,313,223969,3114.0,650,3.0,34,2.0,429900.0
4,487,2.5,98,1444,29539,4522.0,4001,3.0,36,31.0,9995000.0
66,1128,2.0,1535,556,111594,1188.0,2567,3.0,32,1.0,139000.0
125,1245,3.0,1592,1661,101699,2659.0,4117,4.0,36,2.0,679900.0
115,469,1.5,1535,1611,52624,918.0,3096,2.0,4,2.0,165000.0
125,1240,2.5,1535,193,109889,709.0,205,2.0,24,2.0,369800.0
125,1240,2.0,1535,991,17933,1342.0,1342,2.0,7,2.0,425000.0
4,1208,2.5,7,437,118368,2060.0,943,3.0,21,2.0,300000.0
124,1128,3.0,1535,1403,193128,2755.0,2875,3.0,32,2.0,280995.0
125,1240,2.0,1535,865,243692,1152.0,3264,2.0,23,3.0,238000.0
125,1246,5.0,1535,70,136985,2783.0,1068,4.0,9,3.0,474900.0
66,1128,5.0,1535,931,69876,5230.0,1113,5.0,9,2.0,595000.0
4,668,2.5,1535,1237,147803,1470.0,1393,3.0,7,2.0,289000.0
4,818,2.5,1535,1576,11430,962.0,1342,3.0,7,2.0,349000.0
4,1129,4.0,1535,1187,177710,5257.0,1155,4.0,7,2.0,815000.0
124,1128,1.0,1535,726,128910,1274.0,2643,2.0,32,1.0,190000.0
4,469,1.0,1535,726,56525,825.0,2678,2.0,32,1.0,65000.0
126,1245,4.0,1592,1389,236634,4309.0,1187,6.0,7,1.0,505500.0
125,1245,2.0,1592,765,166090,1570.0,1185,3.0,7,1.0,229000.0
4,1129,2.0,1535,1141,53380,1648.0,1544,3.0,7,1.0,164900.0
79,1129,3.5,725,1559,82835,1616.0,1556,3.0,7,1.0,438900.0
47,956,3.0,1535,313,150429,1764.0,1840,4.0,25,2.0,76500.0
79,469,1.0,1535,518,153478,574.0,1857,1.0,25,3.0,34900.0
125,1245,2.5,1535,944,47131,1092.0,1868,3.0,25,1.0,69999.0
125,1244,4.0,1535,914,46607,2041.0,3358,4.0,3,2.0,994999.0
4,1129,3.0,943,950,86133,2292.0,2148,3.0,17,2.0,249900.0
66,1128,2.0,1535,1382,91042,1249.0,3873,3.0,3,1.0,269000.0
66,399,3.0,1535,1390,2736,2795.0,2345,2.0,18,2.0,389900.0
125,1245,2.0,1535,70,39316,1600.0,1069,3.0,9,1.0,199000.0
125,1245,3.0,1535,990,211366,1760.0,1337,5.0,7,2.0,697999.0
125,1240,2.0,1535,1428,197104,1007.0,1523,2.0,7,1.0,149000.0
124,1128,3.0,1535,992,15341,1520.0,1300,3.0,7,2.0,334400.0
79,863,0.0,1535,313,119096,0.0,2726,3.0,32,2.0,37000.0
77,469,1.0,7,818,184651,679.0,3978,1.0,36,2.0,320000.0
4,1228,2.5,1535,1179,25871,1688.0,1573,3.0,7,2.0,159950.0
4,1228,2.5,1535,1403,208761,31319.0,2869,3.0,32,2.0,177000.0
124,1175,2.0,1535,765,137629,1496.0,1176,3.0,7,2.0,179000.0
125,1246,2.0,1535,1141,74282,1484.0,1553,2.0,7,1.0,99000.0
125,1240,2.0,1535,354,136671,1179.0,1306,2.0,7,3.0,157500.0
4,1129,5.5,1535,139,222068,0.0,543,5.0,15,2.0,2449000.0
66,1128,2.0,1591,1593,210557,2346.0,1429,4.0,7,0.0,689000.0
4,863,2.5,1535,1187,180939,0.0,1155,3.0,7,2.0,40500.0
4,1189,2.5,1535,958,222011,4405.0,975,3.0,21,2.0,480000.0
125,1245,2.5,1535,291,127658,880.0,2293,4.0,11,2.0,49900.0
125,1246,3.0,1592,636,74826,1051.0,719,2.0,21,2.0,108000.0
4,1129,2.0,1535,1243,47651,1100.0,1573,3.0,7,1.0,145000.0
66,1128,2.0,1535,990,212954,1497.0,1350,3.0,7,1.0,365000.0
125,1240,4.0,1535,1353,194674,2496.0,1212,3.0,7,2.0,1795000.0
4,495,2.5,1535,278,89975,1092.0,1002,3.0,21,2.0,147000.0
4,665,2.5,1535,990,80056,1433.0,1319,3.0,7,2.0,315000.0
4,1129,3.0,1535,1187,180302,2023.0,1155,3.0,7,2.0,275000.0
125,1240,2.0,1535,686,158761,990.0,1288,2.0,7,2.0,207000.0
125,1240,2.0,1535,159,76850,2275.0,1520,3.0,7,1.0,325900.0
108,133,2.5,7,1403,226928,3202.0,2870,3.0,32,2.0,375000.0
66,1128,2.0,1591,1221,63171,1798.0,434,3.0,29,2.0,300000.0
125,1242,2.5,1535,726,101043,1392.0,2645,4.0,32,2.0,99000.0
125,1245,2.0,1535,1591,107061,1050.0,1190,3.0,7,2.0,95000.0
125,1245,2.0,1535,1165,38920,1260.0,1251,3.0,7,2.0,170000.0
125,1245,3.0,1535,1715,69508,2504.0,1409,4.0,7,1.0,430000.0
125,1245,4.0,1592,821,220126,3338.0,1694,5.0,31,2.0,499900.0
125,1245,3.0,1592,594,112845,2222.0,971,4.0,21,2.0,229900.0
4,1129,3.0,1447,863,12899,2272.0,2812,4.0,32,1.0,260000.0
66,1128,2.0,6,1289,70675,1594.0,762,4.0,21,0.0,425000.0
125,1240,2.5,1592,1661,143991,670.0,4124,3.0,36,1.0,164950.0
4,1228,2.5,1535,416,176032,810.0,1351,3.0,7,2.0,179500.0
66,399,3.0,1535,750,10039,3052.0,1973,3.0,12,0.0,1800000.0
108,72,2.5,1535,1403,205810,2504.0,2867,3.0,32,2.0,389900.0
4,1228,2.5,1535,1584,146856,1752.0,1436,3.0,7,2.0,274000.0
125,1245,5.0,1592,726,42002,3514.0,2670,4.0,32,4.0,474900.0
66,399,2.0,1591,291,185606,1800.0,2319,3.0,11,3.0,550000.0
125,1245,3.0,1592,980,59450,2464.0,1723,4.0,31,1.0,315000.0
125,1245,2.0,1535,767,79168,1224.0,254,3.0,24,2.0,519000.0
73,1128,2.0,1535,881,76005,1000.0,1508,3.0,7,2.0,147240.0
125,1245,3.0,1535,1403,139748,2613.0,2867,4.0,32,2.0,215000.0
124,1128,2.0,1535,1403,93836,1230.0,2858,3.0,32,1.0,152499.0
124,949,4.0,1535,556,19273,650.0,2566,4.0,32,1.0,425000.0
125,1245,3.0,1592,726,60429,2720.0,2714,4.0,32,1.0,215000.0
125,1245,2.0,1535,1428,197094,1225.0,1523,2.0,7,1.0,125000.0
66,399,3.0,1591,556,159339,1416.0,2572,2.0,32,2.0,150000.0
125,1242,2.5,1592,1187,142077,2424.0,1155,3.0,7,3.0,468000.0
4,1173,2.5,7,1403,126561,2321.0,2867,3.0,32,2.0,392564.0
4,1129,2.5,1535,1693,240163,2237.0,493,3.0,5,2.0,675000.0
4,1015,2.5,1535,1685,226631,2681.0,3217,3.0,1,2.0,529900.0
125,1245,7.0,1592,865,228823,8097.0,3277,5.0,23,2.0,3450000.0
66,399,2.0,1591,1693,161567,1250.0,487,2.0,5,1.0,619000.0
4,1228,2.5,1535,990,145918,1550.0,1341,3.0,7,2.0,284900.0
4,1228,2.5,1535,1584,226775,2700.0,1441,3.0,7,2.0,649000.0
125,1245,2.0,1592,1002,107726,1811.0,2993,4.0,32,1.0,295000.0
125,1245,2.0,1535,1306,244440,1405.0,3304,2.0,23,1.0,389995.0
125,1240,2.0,1535,990,41452,1148.0,1321,3.0,7,2.0,204500.0
125,1245,2.0,1535,211,8044,963.0,323,3.0,24,1.0,119900.0
79,469,2.0,1535,269,227589,1234.0,1570,2.0,7,3.0,203500.0
125,1245,3.0,1535,1511,199814,2163.0,4140,3.0,36,2.0,369000.0
124,399,2.0,1591,385,160912,1038.0,2509,2.0,32,2.0,162000.0
1,924,1.0,1535,618,27398,1104.0,309,3.0,24,1.0,45400.0
125,1240,2.0,1535,291,109933,1450.0,2321,2.0,11,9.0,339000.0
125,1245,2.5,1535,1543,71334,960.0,111,2.0,24,2.0,449000.0
4,538,2.5,1535,1584,203107,3113.0,1429,3.0,7,2.0,799900.0
4,1129,4.0,794,560,225496,3118.0,1597,4.0,31,2.0,614000.0
125,1245,2.5,1535,765,35108,1170.0,1183,3.0,7,1.0,32000.0
125,1245,7.0,1592,1016,128478,5751.0,1001,6.0,21,2.0,599900.0
125,1245,2.0,1535,1252,212516,1736.0,1579,3.0,7,1.0,275000.0
4,1189,2.5,7,726,87979,2398.0,2706,3.0,32,2.0,265000.0
4,1228,2.5,1535,788,26843,2165.0,1569,3.0,7,2.0,350000.0
125,1245,2.0,1535,990,140934,978.0,1324,3.0,7,1.0,350000.0
4,82,2.5,1535,1403,119398,2417.0,2838,3.0,32,2.0,220000.0
124,1128,2.0,1535,726,169127,2044.0,2694,3.0,32,1.0,235000.0
125,1240,2.0,1535,1715,131787,1927.0,1405,2.0,7,33.0,1195000.0
120,1129,2.0,1376,1544,26355,1954.0,1032,3.0,21,1.5,203000.0
4,469,1.0,1535,952,55399,727.0,3754,2.0,3,1.0,290000.0
125,1244,6.0,1592,193,109843,4400.0,195,5.0,24,3.0,2399000.0
66,1128,4.0,1591,750,227868,4318.0,1986,5.0,12,0.0,255000.0
4,1189,2.5,1535,1030,178376,2499.0,978,3.0,21,2.0,300000.0
125,1245,2.5,1535,193,114840,1272.0,198,2.0,24,2.0,1800000.0
124,1175,4.0,1535,1530,36794,1906.0,1458,3.0,7,0.0,452500.0
124,1175,4.0,1535,548,191833,2921.0,1378,3.0,7,0.0,1299000.0
4,1129,2.5,49,1577,127130,2983.0,3220,2.0,1,1.0,675000.0
124,935,2.0,1449,1403,213243,1904.0,2867,5.0,32,1.0,165000.0
124,1128,2.0,1449,1403,69840,1602.0,2856,4.0,32,1.0,220115.0
125,1245,11.0,1535,89,17871,12641.0,1342,9.0,7,2.0,12500000.0
4,1228,2.5,1535,1179,49789,1065.0,1573,3.0,7,2.0,149900.0
4,1228,2.5,1535,353,13246,762.0,1325,3.0,7,2.0,185000.0
4,1015,2.5,893,442,206609,2786.0,1521,3.0,7,2.0,475000.0
4,863,2.5,1535,1465,181602,0.0,4026,3.0,36,2.0,1200000.0
125,1245,2.0,1535,1758,64404,1822.0,1487,3.0,7,1.0,139900.0
124,399,3.0,1535,416,21747,1712.0,1362,3.0,7,2.0,379000.0
4,1189,2.5,7,726,222941,2975.0,2630,3.0,32,3.0,530000.0
4,863,0.0,1535,1277,151903,0.0,1504,3.0,7,2.0,29000.0
4,1189,2.5,1535,726,27487,1254.0,2702,3.0,32,1.0,114900.0
66,399,5.0,1535,726,189913,3014.0,2680,4.0,32,0.0,2600000.0
125,1245,4.0,1592,1403,21913,2533.0,2874,4.0,32,2.0,334900.0
126,1245,2.5,1592,405,104136,1128.0,2061,3.0,17,2.0,1000.0
4,1129,2.5,1535,726,79986,2310.0,2630,3.0,32,2.0,629900.0
4,359,2.5,1535,193,208659,4320.0,204,3.0,24,3.0,1180000.0
124,399,3.0,1535,990,14913,961.0,1321,2.0,7,2.0,610000.0
125,1245,5.0,1535,564,200683,3346.0,3747,5.0,3,2.0,1988000.0
125,1245,5.0,1592,865,243815,4664.0,3281,4.0,23,1.0,1200000.0
79,1129,2.0,914,914,77,1520.0,3362,4.0,3,2.0,699900.0
0,1128,2.0,1535,1417,144285,1678.0,3615,3.0,3,1.0,706313.0
125,1240,3.0,1592,1405,237976,2479.0,3551,3.0,3,2.0,870000.0
66,399,3.0,1591,1165,172537,1662.0,1245,2.0,7,3.0,425000.0
4,863,2.5,1535,1141,55112,0.0,1554,3.0,7,2.0,34900.0
124,1175,3.0,1535,765,229410,1480.0,1177,3.0,7,2.0,163000.0
4,863,0.0,1535,1250,124985,0.0,1511,3.0,7,2.0,19990.0
66,1175,3.0,1535,765,230333,1520.0,1186,3.0,7,2.0,182500.0
126,1245,2.0,1535,291,41311,3540.0,2300,6.0,11,2.0,59715.0
125,1245,2.0,1535,1593,99358,1430.0,1432,3.0,7,1.0,229900.0
66,1128,2.0,1535,765,95773,1284.0,1184,3.0,7,1.0,139999.0
125,1245,4.0,1535,1069,41793,2592.0,1625,4.0,31,2.0,485000.0
125,1245,3.0,1535,309,102129,2688.0,1465,3.0,7,1.0,579000.0
124,1128,3.0,1535,765,99848,3388.0,1185,4.0,7,1.0,444000.0
125,1245,2.5,1535,1205,186056,896.0,2772,3.0,32,1.0,474320.0
125,1240,4.0,1535,1088,234280,2216.0,76,3.0,24,24.0,5600000.0
125,1245,4.0,1535,726,99955,2443.0,2668,3.0,32,3.0,405000.0
125,1245,2.0,1535,726,107454,1797.0,2660,3.0,32,1.0,299990.0
125,1240,3.0,1592,750,4018,1660.0,1973,2.0,12,2.0,450000.0
125,1245,7.0,1592,1069,235909,9222.0,1636,5.0,31,3.0,1899000.0
125,1245,3.0,1535,726,95734,1520.0,2633,3.0,32,1.0,359900.0
124,1128,7.0,1535,77,192879,6697.0,1347,5.0,7,3.0,5999999.0
124,1128,2.0,1535,765,188555,1486.0,1169,3.0,7,1.0,193658.0
4,1208,2.5,1535,732,123593,3129.0,972,3.0,21,2.0,399900.0
4,1228,2.5,1535,1115,146402,2385.0,1365,3.0,7,2.0,375000.0
4,1129,2.0,98,1479,122436,2224.0,4047,3.0,36,2.0,475000.0
125,1245,2.0,1592,765,166527,3502.0,1174,4.0,7,2.0,1395000.0
125,1240,2.0,1592,291,8596,1514.0,2321,2.0,11,4.0,620000.0
125,1245,2.0,1535,1002,63732,1472.0,2991,3.0,32,1.0,204000.0
4,1044,2.5,7,556,203810,2463.0,2589,3.0,32,2.0,269900.0
4,1189,2.5,1535,726,55015,1573.0,2659,3.0,32,1.0,229900.0
125,1240,2.0,1535,812,221678,1358.0,1675,2.0,31,1.0,247156.0
125,1245,2.0,1592,238,63646,1424.0,235,3.0,24,2.0,550000.0
125,1244,13.0,1535,193,201355,5240.0,185,14.0,24,3.0,2650000.0
4,1129,1.0,7,1444,89469,1380.0,4020,2.0,36,2.0,549950.0
66,1128,8.0,1591,492,232318,7500.0,3439,5.0,3,2.0,5595000.0
125,1240,2.5,1535,1320,244206,1000.0,242,2.0,24,6.0,379000.0
125,1240,2.5,1535,1306,114921,677.0,3302,3.0,23,1.0,129000.0
4,1122,2.5,7,556,147092,1053.0,2568,3.0,32,2.0,169900.0
125,1245,2.5,1535,750,10427,1564.0,1970,2.0,12,2.0,51900.0
125,1245,4.0,1535,1227,19281,3315.0,1344,5.0,7,1.0,1300000.0
4,962,2.5,1535,513,127261,1736.0,34,3.0,16,2.0,95000.0
125,1245,3.0,1592,667,217715,2260.0,2555,3.0,32,2.0,227500.0
4,668,2.5,1535,1237,181090,2778.0,1390,3.0,7,2.0,490000.0
125,1246,10.0,1535,1088,233904,4800.0,108,5.0,24,3.0,9888000.0
4,1228,2.5,1535,193,86297,2560.0,176,3.0,24,2.0,1299000.0
4,483,2.5,1535,1444,223972,2326.0,4009,3.0,36,5.0,2088000.0
125,1245,2.0,1535,1165,109308,1985.0,1263,4.0,7,2.0,277990.0
125,1245,3.0,1592,865,238187,2440.0,3272,3.0,23,2.0,429000.0
66,1128,1.0,1591,1511,129110,1181.0,4139,1.0,36,1.0,120000.0
4,818,2.5,1535,990,47916,706.0,1323,3.0,7,2.0,569000.0
4,1129,2.0,1535,1471,53097,1382.0,1555,3.0,7,1.0,219900.0
125,1245,2.0,1535,556,114393,1937.0,2570,3.0,32,1.0,279900.0
124,1128,2.0,1591,1382,40410,1677.0,3874,3.0,3,1.0,272516.0
4,1228,2.5,1535,990,201976,1063.0,1343,3.0,7,2.0,290000.0
66,1128,6.0,1591,1069,212549,4118.0,1630,4.0,31,2.0,1499900.0
4,788,2.5,1535,990,146127,3669.0,1329,3.0,7,2.0,1195000.0
125,1246,4.0,1592,403,215130,3141.0,3062,4.0,4,2.0,1550000.0
4,1129,2.0,1276,1250,120636,2162.0,1502,3.0,7,1.0,485900.0
125,1245,3.0,1592,1749,197964,3352.0,1020,4.0,21,1.0,819900.0
125,1245,3.0,1592,1209,99850,3306.0,1220,3.0,7,2.0,359000.0
125,1245,2.0,1535,1117,194089,1910.0,1537,3.0,7,1.0,218900.0
125,1245,5.0,1592,538,199286,3158.0,212,4.0,24,3.0,3100000.0
125,1242,2.5,1535,1403,220752,76313.0,2869,3.0,32,2.0,125000.0
125,1245,4.0,1592,556,110388,4454.0,2580,4.0,32,2.0,789000.0
4,737,2.5,1535,674,240491,0.0,1765,3.0,25,2.0,2420000.0
125,1240,2.0,1535,75,135668,1230.0,2917,3.0,32,3.0,446000.0
66,1175,3.0,1535,1221,3689,1686.0,450,3.0,29,2.0,525000.0
0,1128,1.0,1535,1417,31657,690.0,3613,2.0,3,1.0,449185.0
124,399,2.0,1535,77,192856,1300.0,1347,2.0,7,2.0,299000.0
125,1245,2.0,1535,1570,74821,1527.0,1404,3.0,7,1.0,350000.0
126,1245,2.5,1535,714,69745,1280.0,1290,3.0,7,1.0,285000.0
4,668,2.5,1535,990,222433,2652.0,1359,3.0,7,2.0,469000.0
125,1245,2.0,1535,1209,39689,1694.0,1215,3.0,7,1.0,185000.0
125,1245,2.0,1592,1749,216144,2057.0,1022,3.0,21,1.0,319000.0
79,469,2.0,1535,217,181571,1256.0,3472,2.0,3,2.0,540000.0
125,1245,3.0,1535,990,17715,2509.0,1324,4.0,7,1.0,1250000.0
125,1245,2.0,1592,750,4073,2728.0,1983,3.0,12,2.0,59900.0
125,1245,2.0,1535,934,60887,1491.0,1607,5.0,31,2.0,215000.0
66,1128,2.0,1535,1424,69633,1686.0,3846,3.0,3,2.0,629950.0
4,1228,2.5,1535,1536,81484,1648.0,1458,3.0,7,2.0,350000.0
4,818,2.5,1535,991,146336,676.0,1332,3.0,7,2.0,299000.0
124,399,2.0,1535,991,16980,1200.0,1331,2.0,7,1.0,412900.0
4,1129,2.0,1298,900,56038,2224.0,3052,3.0,4,2.0,415000.0
4,1122,2.5,1535,385,48352,1182.0,2491,3.0,32,2.0,168000.0
4,141,2.5,1535,1203,122440,2252.0,1771,3.0,25,2.0,299990.0
124,1128,2.0,1535,1165,34895,1762.0,1258,5.0,7,0.0,187000.0
4,863,2.5,1535,313,183444,0.0,1088,3.0,9,2.0,61600.0
66,1128,1.0,1535,1076,59807,1636.0,709,3.0,14,2.0,169900.0
125,1246,2.0,1592,726,44933,1152.0,2681,2.0,32,2.0,150000.0
124,399,1.0,1535,548,192059,1007.0,1379,1.0,7,9.0,720000.0
77,469,1.5,7,601,179744,1364.0,4058,2.0,36,2.0,375000.0
125,1244,2.5,1535,474,74576,31360.0,3009,3.0,32,2.0,1795000.0
66,1175,2.0,1591,1444,45538,840.0,4006,2.0,36,2.0,350000.0
125,1245,4.0,1592,1415,231371,2897.0,1067,4.0,9,1.0,535000.0
66,1128,2.0,1449,1403,239335,1643.0,2868,3.0,32,1.0,232500.0
124,399,2.0,1535,990,15051,835.0,1328,2.0,7,2.0,562000.0
125,1246,2.5,1535,1221,32734,888.0,468,2.0,29,2.0,175000.0
125,1242,2.0,1535,881,35781,1617.0,1496,3.0,7,1.0,17500.0
4,745,2.5,1535,1180,121094,2457.0,1502,3.0,7,2.0,427900.0
4,494,2.5,7,1444,29557,1235.0,4017,3.0,36,14.0,980000.0
4,1129,1.5,1535,726,177274,1137.0,2698,3.0,32,1.0,209000.0
124,1128,2.0,1535,990,15522,1436.0,1361,3.0,7,1.0,300321.0
4,97,2.5,7,1403,224968,2152.0,2867,3.0,32,2.0,229999.0
4,86,2.5,7,1444,89250,3492.0,4012,3.0,36,2.0,1798000.0
126,1242,2.0,1535,291,32437,1764.0,2287,3.0,11,2.0,4500.0
124,1128,4.0,1591,556,71863,3702.0,2577,5.0,32,2.0,294900.0
4,982,2.5,1535,580,25164,1060.0,1452,3.0,7,2.0,167900.0
125,1244,2.0,1535,990,127785,1675.0,1326,3.0,7,1.0,425000.0
125,1245,5.0,1592,299,109581,6153.0,1950,4.0,25,2.0,575000.0
125,1245,2.0,1592,1403,35607,1746.0,2822,3.0,32,1.0,354900.0
73,1128,4.0,1535,70,2821,1608.0,1062,3.0,9,3.0,339900.0
66,1128,3.0,1535,258,232462,2099.0,2413,3.0,32,2.0,295000.0
125,1240,2.0,1535,1193,140110,1321.0,1211,3.0,7,2.0,494300.0
125,1240,2.0,1535,193,244681,1056.0,184,2.0,24,12.0,1195000.0
124,949,1.0,1535,1395,34944,1672.0,1457,1.0,7,0.0,257000.0
4,1088,2.5,161,385,11866,9449.0,2480,3.0,32,2.0,3199999.0
4,668,2.5,1535,990,146435,2223.0,1363,3.0,7,2.0,418900.0
124,399,2.0,1535,1104,16958,1251.0,1332,2.0,7,2.0,336262.0
4,1189,2.5,7,726,203504,2947.0,2680,3.0,32,3.0,745000.0
4,1228,2.5,1535,1030,150582,1719.0,978,3.0,21,2.0,179900.0
125,1242,2.5,1535,188,73724,2120.0,141,3.0,24,2.0,1000000.0
126,1245,2.5,1535,1593,94161,662.0,1432,3.0,7,1.0,68683.0
124,399,4.0,1535,548,192128,2634.0,1379,3.0,7,0.0,5300000.0
126,1245,2.5,1535,1221,2956,1108.0,454,3.0,29,2.0,209583.0
124,399,1.0,1535,990,15025,400.0,1323,0.0,7,1.0,138500.0
125,1246,2.0,1592,1595,134394,937.0,3456,2.0,3,2.0,395000.0
124,1128,3.0,1535,416,21762,2325.0,1362,4.0,7,2.0,569950.0
124,1128,3.0,1535,1593,138845,1980.0,1433,4.0,7,0.0,284900.0
125,1240,2.5,1535,1693,96294,990.0,497,2.0,5,1.0,415000.0
125,1245,4.0,1592,1405,238005,3437.0,3551,4.0,3,2.0,1529000.0
125,1240,2.5,1535,1407,244681,995.0,3717,2.0,3,2.0,995000.0
125,1244,2.5,1535,726,59126,1560.0,2628,4.0,32,1.0,159000.0
125,1245,3.0,1592,765,194103,2389.0,1182,3.0,7,1.0,750000.0
124,1128,3.0,1591,1403,74044,2850.0,2861,4.0,32,2.0,264500.0
124,949,4.0,1535,990,15093,2046.0,1339,6.0,7,1.0,499000.0
4,1228,2.5,1535,1246,148680,1700.0,1303,3.0,7,2.0,564900.0
66,1128,4.0,1591,934,60869,4094.0,1607,4.0,31,2.0,475000.0
66,1128,2.0,1591,1289,130768,2400.0,743,3.0,21,0.0,325000.0
4,1228,2.5,7,1481,88998,3540.0,1651,3.0,31,2.0,494900.0
4,1129,2.5,1535,96,240478,1614.0,2141,4.0,17,2.0,106000.0
125,1245,4.0,1592,1403,22902,3114.0,2872,4.0,32,2.0,419990.0
125,1245,2.0,1535,291,9820,1500.0,2299,2.0,11,2.0,239900.0
4,495,2.5,1535,278,81613,1855.0,984,3.0,21,2.0,709900.0
4,1122,2.5,98,385,147520,5095.0,2513,3.0,32,2.0,1295000.0
125,1245,2.5,1592,405,104135,968.0,2061,3.0,17,1.0,40000.0
125,1240,2.0,1592,385,99876,1157.0,2509,2.0,32,1.0,189900.0
125,1242,2.5,1535,1403,34463,2125.0,2827,3.0,32,2.0,10001.0
125,1240,3.0,1592,1191,185978,2067.0,3729,2.0,3,2.0,2150000.0
125,1245,4.0,1535,914,30342,2007.0,3360,4.0,3,2.0,499000.0
66,399,2.0,1535,1405,235811,1040.0,3552,2.0,3,0.0,389900.0
66,1128,2.0,1591,750,10076,2438.0,1981,3.0,12,2.0,340000.0
66,399,2.0,1535,1069,5055,1143.0,1619,2.0,31,1.0,519999.0
4,1129,2.0,1535,1243,23685,1500.0,1573,3.0,7,1.0,207000.0
125,1245,3.0,1592,1205,145686,2597.0,2772,4.0,32,1.0,275000.0
4,1129,3.5,1535,403,205527,4278.0,3062,4.0,4,3.0,1050000.0
125,1245,2.0,1592,765,229151,1452.0,1160,3.0,7,2.0,279900.0
124,1128,2.0,1535,726,163506,1920.0,2631,2.0,32,3.0,349900.0
124,1128,2.0,1449,1403,239392,1703.0,2868,4.0,32,1.0,241000.0
4,1129,2.5,1535,726,87457,1754.0,2668,3.0,32,2.0,319990.0
125,1245,2.0,1592,278,95386,1766.0,987,4.0,21,1.0,309000.0
124,1175,2.0,1591,1615,43023,2315.0,1460,3.0,7,3.0,474500.0
125,1245,4.0,1592,385,107907,4030.0,2505,5.0,32,2.0,745000.0
125,1240,2.0,1535,77,189582,1077.0,1364,3.0,7,1.0,299000.0
125,1246,2.0,1535,1693,8448,1200.0,496,4.0,5,3.0,399000.0
125,1245,7.0,1535,990,128300,6249.0,1334,6.0,7,2.0,3450000.0
125,1242,2.5,1535,1403,38652,6496.0,2842,3.0,32,2.0,39900.0
125,1240,3.0,1535,162,201455,1789.0,584,3.0,14,2.0,719000.0
124,1128,4.0,1449,1403,239543,2677.0,2867,5.0,32,2.0,273000.0
124,1128,2.0,1535,1403,133025,945.0,2859,2.0,32,1.0,165000.0
